id,scop_code,class,fold,superfamily,family,length
d6pe6a1,c.55.1.0,c,c.55,c.55.1,c.55.1.0,145
d5tkwa1,c.55.1.0,c,c.55,c.55.1,c.55.1.0,149
d5tkwa2,c.55.1.0,c,c.55,c.55.1,c.55.1.0,87
d4htla1,c.55.1.0,c,c.55,c.55.1,c.55.1.0,119
d2w40a1,c.55.1.0,c,c.55,c.55.1,c.55.1.0,254
d2w40a2,c.55.1.0,c,c.55,c.55.1,c.55.1.0,247
d3zeua1,c.55.1.0,c,c.55,c.55.1,c.55.1.0,107
d3zeua2,c.55.1.0,c,c.55,c.55.1,c.55.1.0,123
d7bvza2,c.55.1.0,c,c.55,c.55.1,c.55.1.0,191
d6n9ab1,c.55.1.0,c,c.55,c.55.1,c.55.1.0,102
d1wl6a1,c.55.2.1,c,c.55,c.55.2,c.55.2.1,176
d1pv9a1,c.55.2.1,c,c.55,c.55.2,c.55.2.1,117
d1chma1,c.55.2.1,c,c.55,c.55.2,c.55.2.1,155
d1zbfa1,c.55.3.1,c,c.55,c.55.3,c.55.3.1,132
d2etja1,c.55.3.1,c,c.55,c.55.3,c.55.3.1,221
d1jl1a_,c.55.3.1,c,c.55,c.55.3,c.55.3.1,152
d3l3ua_,c.55.3.2,c,c.55,c.55.3,c.55.3.2,151
d3s3na2,c.55.3.2,c,c.55,c.55.3,c.55.3.2,209
d1cz9a_,c.55.3.2,c,c.55,c.55.3,c.55.3.2,139
d1bcoa2,c.55.3.3,c,c.55,c.55.3,c.55.3.3,223
d1musa1,c.55.3.4,c,c.55,c.55.3,c.55.3.4,473
d3mwpa1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,198
d3ncia1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,375
d1q8ia1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,388
d1s5ja1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,410
d2py5a1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,183
d1kfsa1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,195
d3py8a1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,129
d1x9ma1,c.55.3.5,c,c.55,c.55.3,c.55.3.5,204
d1w0ha_,c.55.3.5,c,c.55,c.55.3,c.55.3.5,200
d2qxfa_,c.55.3.5,c,c.55,c.55.3,c.55.3.5,468
d2q3sa2,c.55.3.5,c,c.55,c.55.3,c.55.3.5,205
d1wlja_,c.55.3.5,c,c.55,c.55.3,c.55.3.5,173
d1j54a_,c.55.3.5,c,c.55,c.55.3,c.55.3.5,174
d2igia_,c.55.3.5,c,c.55,c.55.3,c.55.3.5,180
d1yt3a3,c.55.3.5,c,c.55,c.55.3,c.55.3.5,193
d3mxma_,c.55.3.5,c,c.55,c.55.3,c.55.3.5,229
d4kb1a_,c.55.3.5,c,c.55,c.55.3,c.55.3.5,208
d4ep4a_,c.55.3.6,c,c.55,c.55.3,c.55.3.6,166
d1kcfa2,c.55.3.7,c,c.55,c.55.3,c.55.3.7,218
d1nu0a_,c.55.3.8,c,c.55,c.55.3,c.55.3.8,138
d1zupa1,c.55.3.11,c,c.55,c.55.3,c.55.3.11,301
d2bw3a2,c.55.3.12,c,c.55,c.55.3,c.55.3.12,447
d3bzca5,c.55.3.13,c,c.55,c.55.3,c.55.3.13,149
d4jk8a_,c.55.3.14,c,c.55,c.55.3,c.55.3.14,220
d1u04a4,c.55.3.15,c,c.55,c.55.3,c.55.3.15,226
d2bgga3,c.55.3.15,c,c.55,c.55.3,c.55.3.15,257
d2p51a_,c.55.3.0,c,c.55,c.55.3,c.55.3.0,255
d4dqqa1,c.55.3.0,c,c.55,c.55.3,c.55.3.0,172
d4krea3,c.55.3.0,c,c.55,c.55.3,c.55.3.0,282
d4ahca1,c.55.3.0,c,c.55,c.55.3,c.55.3.0,347
d2ehga_,c.55.3.0,c,c.55,c.55.3,c.55.3.0,149
d3p1ga_,c.55.3.0,c,c.55,c.55.3,c.55.3.0,157
d1vq8n1,c.55.4.1,c,c.55,c.55.4,c.55.4.1,186
d2j01s1,c.55.4.1,c,c.55,c.55.4,c.55.4.1,86
d1fjgk_,c.55.4.1,c,c.55,c.55.4,c.55.4.1,119
d2qi2a2,c.55.4.2,c,c.55,c.55.4,c.55.4.2,117
d2vgna2,c.55.4.2,c,c.55,c.55.4,c.55.4.2,142
d4af1a2,c.55.4.0,c,c.55,c.55.4,c.55.4.0,133
d1p90a_,c.55.5.2,c,c.55,c.55.5,c.55.5.2,123
d2wfba1,c.55.5.0,c,c.55,c.55.5,c.55.5.0,117
d2yx6a_,c.55.5.0,c,c.55,c.55.5,c.55.5.0,115
d1wb9a3,c.55.6.1,c,c.55,c.55.6,c.55.6.1,153
d1ewqa3,c.55.6.1,c,c.55,c.55.6,c.55.6.1,146
d1sfea2,c.55.7.1,c,c.55,c.55.7,c.55.7.1,81
d1mgta2,c.55.7.1,c,c.55,c.55.7,c.55.7.1,88
d3l00a1,c.55.7.0,c,c.55,c.55.7,c.55.7.0,87
d1cfza_,c.56.1.1,c,c.56,c.56.1,c.56.1.1,162
d1c8ba_,c.56.1.2,c,c.56,c.56.1,c.56.1.2,371
d1t8sa_,c.56.2.1,c,c.56,c.56.2,c.56.2.1,477
d4rj2a_,c.56.2.1,c,c.56,c.56.2,c.56.2.1,237
d4f1wa_,c.56.2.1,c,c.56,c.56.2,c.56.2.1,231
d5ko6a_,c.56.2.0,c,c.56,c.56.2,c.56.2.0,285
d3p0fa_,c.56.2.0,c,c.56,c.56.2,c.56.2.0,293
d4glfa_,c.56.2.0,c,c.56,c.56.2,c.56.2.0,287
d7csna1,c.56.3.0,c,c.56,c.56.3,c.56.3.0,193
d3giua_,c.56.4.0,c,c.56,c.56.4,c.56.4.0,212
d1m4la_,c.56.5.1,c,c.56,c.56.5,c.56.5.1,307
d1uwya2,c.56.5.1,c,c.56,c.56.5,c.56.5.1,296
d1lama1,c.56.5.3,c,c.56,c.56.5,c.56.5.3,325
d1rtqa_,c.56.5.4,c,c.56,c.56.5,c.56.5.4,291
d1tkja_,c.56.5.4,c,c.56,c.56.5,c.56.5.4,277
d1xova2,c.56.5.6,c,c.56,c.56.5,c.56.5.6,180
d2bcoa1,c.56.5.7,c,c.56,c.56.5,c.56.5.7,339
d2q4za_,c.56.5.7,c,c.56,c.56.5,c.56.5.7,307
d2afwa_,c.56.5.8,c,c.56,c.56.5,c.56.5.8,329
d2odfa1,c.56.5.9,c,c.56,c.56.5,c.56.5.9,252
d2q7sa1,c.56.5.9,c,c.56,c.56.5,c.56.5.9,280
d5emia1,c.56.5.0,c,c.56,c.56.5,c.56.5.0,178
d1boub_,c.56.6.1,c,c.56,c.56.6,c.56.6.1,298
d2pw6a1,c.56.6.1,c,c.56,c.56.6,c.56.6.1,258
d2gfqa1,c.56.7.1,c,c.56,c.56.7,c.56.7.1,286
d2p90a1,c.56.8.1,c,c.56,c.56.8,c.56.8.1,269
d1uuya_,c.57.1.1,c,c.57,c.57.1,c.57.1.1,161
d6fgca2,c.57.1.0,c,c.57,c.57.1,c.57.1.0,155
d1bgva2,c.58.1.1,c,c.58,c.58.1,c.58.1.1,194
d1c1da2,c.58.1.1,c,c.58,c.58.1,c.58.1.1,148
d1edza2,c.58.1.2,c,c.58,c.58.1,c.58.1.2,146
d1vl6a2,c.58.1.3,c,c.58,c.58.1,c.58.1.3,154
d1luaa2,c.58.1.4,c,c.58,c.58.1,c.58.1.4,96
d1nyta2,c.58.1.5,c,c.58,c.58.1,c.58.1.5,101
d4b4ua1,c.58.1.0,c,c.58,c.58.1,c.58.1.0,121
d7mf4a1,c.58.1.0,c,c.58,c.58.1,c.58.1.0,255
d1p3da2,c.59.1.1,c,c.59,c.59.1,c.59.1.1,152
d1e8ca2,c.59.1.1,c,c.59,c.59.1,c.59.1.1,157
d2gc6a1,c.59.1.2,c,c.59,c.59.1,c.59.1.2,129
d2wjpa3,c.59.1.0,c,c.59,c.59.1,c.59.1.0,140
d4cvka3,c.59.1.0,c,c.59,c.59.1,c.59.1.0,132
d1v37a_,c.60.1.1,c,c.60,c.60.1,c.60.1.1,171
d1e58a_,c.60.1.1,c,c.60,c.60.1,c.60.1.1,247
d1qwoa_,c.60.1.2,c,c.60,c.60.1,c.60.1.2,435
d1nd6a_,c.60.1.2,c,c.60,c.60.1,c.60.1.2,342
d4arua_,c.60.1.0,c,c.60,c.60.1,c.60.1.0,410
d1ecfa1,c.61.1.1,c,c.61,c.61.1,c.61.1.1,243
d1dqna_,c.61.1.1,c,c.61,c.61.1,c.61.1.1,230
d1fsga1,c.61.1.1,c,c.61,c.61.1,c.61.1.1,230
d2aeea1,c.61.1.1,c,c.61,c.61.1,c.61.1.1,208
d1p41a2,c.61.1.1,c,c.61,c.61.1,c.61.1.1,202
d1wd5a_,c.61.1.1,c,c.61,c.61.1,c.61.1.1,208
d1vcha1,c.61.1.1,c,c.61,c.61.1,c.61.1.1,174
d4p82a1,c.61.1.1,c,c.61,c.61.1,c.61.1.1,178
d6w1ia1,c.61.1.1,c,c.61,c.61.1,c.61.1.1,189
d6kp5a_,c.61.1.1,c,c.61,c.61.1,c.61.1.1,148
d2e55a_,c.61.1.0,c,c.61,c.61.1,c.61.1.0,208
d2ps1a_,c.61.1.0,c,c.61,c.61.1,c.61.1.0,224
d3daha1,c.61.1.0,c,c.61,c.61.1,c.61.1.0,161
d2dy0a_,c.61.1.0,c,c.61,c.61.1,c.61.1.0,182
d2ji4a2,c.61.1.0,c,c.61,c.61.1,c.61.1.0,190
d3lrta1,c.61.1.0,c,c.61,c.61.1,c.61.1.0,155
d3lrta2,c.61.1.0,c,c.61,c.61.1,c.61.1.0,129
d1shux_,c.62.1.1,c,c.62,c.62.1,c.62.1.1,181
d1rrka2,c.62.1.1,c,c.62,c.62.1,c.62.1.1,210
d1mf7a1,c.62.1.1,c,c.62,c.62.1,c.62.1.1,192
d1txvb6,c.62.1.1,c,c.62,c.62.1,c.62.1.1,248
d2x5na_,c.62.1.1,c,c.62,c.62.1,c.62.1.1,192
d1ijba_,c.62.1.1,c,c.62,c.62.1,c.62.1.1,202
d1m2oa3,c.62.1.2,c,c.62,c.62.1,c.62.1.2,271
d1pd0a3,c.62.1.2,c,c.62,c.62.1,c.62.1.2,252
d1jeya2,c.62.1.3,c,c.62,c.62.1,c.62.1.3,220
d1jeyb2,c.62.1.4,c,c.62,c.62.1,c.62.1.4,236
d1yvra2,c.62.1.5,c,c.62,c.62.1,c.62.1.5,174
d2c42a4,c.64.1.1,c,c.64,c.64.1,c.64.1.1,253
d4zz1a_,c.65.1.1,c,c.65,c.65.1,c.65.1.1,200
d1xg9a3,c.65.1.1,c,c.65,c.65.1,c.65.1.1,164
d2blna2,c.65.1.1,c,c.65,c.65.1,c.65.1.1,203
d5p9va_,c.66.1.1,c,c.66,c.66.1,c.66.1.1,213
d1g8aa_,c.66.1.3,c,c.66,c.66.1,c.66.1.3,227
d1dusa_,c.66.1.4,c,c.66,c.66.1,c.66.1.4,194
d3thra_,c.66.1.5,c,c.66,c.66.1,c.66.1.5,292
d1jg1a_,c.66.1.7,c,c.66,c.66.1,c.66.1.7,215
d1af7a2,c.66.1.8,c,c.66,c.66.1,c.66.1.8,193
d1g60a_,c.66.1.11,c,c.66,c.66.1,c.66.1.11,256
d1fp2a2,c.66.1.12,c,c.66,c.66.1,c.66.1.12,244
d4iwna_,c.66.1.14,c,c.66,c.66.1,c.66.1.14,229
d2a14a1,c.66.1.15,c,c.66,c.66.1,c.66.1.15,257
d3orha_,c.66.1.16,c,c.66,c.66.1,c.66.1.16,230
d7l9ua_,c.66.1.18,c,c.66,c.66.1,c.66.1.18,284
d2aota_,c.66.1.19,c,c.66,c.66.1,c.66.1.19,288
d1xdza1,c.66.1.20,c,c.66,c.66.1,c.66.1.20,238
d5epea_,c.66.1.21,c,c.66,c.66.1,c.66.1.21,248
d1i4wa_,c.66.1.24,c,c.66,c.66.1,c.66.1.24,322
d1vpta_,c.66.1.25,c,c.66,c.66.1,c.66.1.25,297
d6w4ha1,c.66.1.25,c,c.66,c.66.1,c.66.1.25,298
d3eeoa_,c.66.1.26,c,c.66,c.66.1,c.66.1.26,327
d3pt9a3,c.66.1.26,c,c.66,c.66.1,c.66.1.26,464
d2ih2a1,c.66.1.27,c,c.66,c.66.1,c.66.1.27,223
d2g1pa_,c.66.1.28,c,c.66,c.66.1,c.66.1.28,268
d1o9ga_,c.66.1.29,c,c.66,c.66.1,c.66.1.29,249
d1sg9a_,c.66.1.30,c,c.66,c.66.1,c.66.1.30,274
d3qowa_,c.66.1.31,c,c.66,c.66.1,c.66.1.31,327
d1p91a_,c.66.1.33,c,c.66,c.66.1,c.66.1.33,268
d1ri5a_,c.66.1.34,c,c.66,c.66.1,c.66.1.34,252
d2gb4a_,c.66.1.36,c,c.66,c.66.1,c.66.1.36,231
d1rjda1,c.66.1.37,c,c.66,c.66.1,c.66.1.37,327
d2nxca1,c.66.1.39,c,c.66,c.66.1,c.66.1.39,254
d1uwva2,c.66.1.40,c,c.66,c.66.1,c.66.1.40,358
d2avna1,c.66.1.41,c,c.66,c.66.1,c.66.1.41,246
d1vl5a_,c.66.1.41,c,c.66,c.66.1,c.66.1.41,231
d2p7ia_,c.66.1.41,c,c.66,c.66.1,c.66.1.41,225
d5cvda1,c.66.1.42,c,c.66,c.66.1,c.66.1.42,223
d1wzna1,c.66.1.43,c,c.66,c.66.1,c.66.1.43,251
d1y8ca_,c.66.1.43,c,c.66,c.66.1,c.66.1.43,246
d2xvma1,c.66.1.44,c,c.66,c.66.1,c.66.1.44,197
d2f8la1,c.66.1.45,c,c.66,c.66.1,c.66.1.45,328
d2okca1,c.66.1.45,c,c.66,c.66.1,c.66.1.45,425
d2fhpa1,c.66.1.46,c,c.66,c.66.1,c.66.1.46,182
d2frna_,c.66.1.47,c,c.66,c.66.1,c.66.1.47,260
d6wlca1,c.66.1.48,c,c.66,c.66.1,c.66.1.48,190
d3gu3a_,c.66.1.49,c,c.66,c.66.1,c.66.1.49,276
d2bm8a1,c.66.1.50,c,c.66,c.66.1,c.66.1.50,232
d1wxxa2,c.66.1.51,c,c.66,c.66.1,c.66.1.51,318
d2igta1,c.66.1.51,c,c.66,c.66.1,c.66.1.51,309
d1zkda1,c.66.1.52,c,c.66,c.66.1,c.66.1.52,365
d1yzha1,c.66.1.53,c,c.66,c.66.1,c.66.1.53,204
d2h00a1,c.66.1.54,c,c.66,c.66.1,c.66.1.54,250
d2oyra1,c.66.1.55,c,c.66,c.66.1,c.66.1.55,250
d2py6a1,c.66.1.56,c,c.66,c.66.1,c.66.1.56,395
d2uyoa_,c.66.1.57,c,c.66,c.66.1,c.66.1.57,297
d2dula1,c.66.1.58,c,c.66,c.66.1,c.66.1.58,375
d4e2za_,c.66.1.60,c,c.66,c.66.1,c.66.1.60,405
d3tosa_,c.66.1.61,c,c.66,c.66.1,c.66.1.61,251
d2wk1a_,c.66.1.61,c,c.66,c.66.1,c.66.1.61,249
d6uvqa_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,257
d3ftda_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,240
d3duwa_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,220
d6c8ra1,c.66.1.0,c,c.66,c.66.1,c.66.1.0,355
d6qe0a1,c.66.1.0,c,c.66,c.66.1,c.66.1.0,280
d3e05a_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,191
d6h2ua1,c.66.1.0,c,c.66,c.66.1,c.66.1.0,207
d4piva1,c.66.1.0,c,c.66,c.66.1,c.66.1.0,298
d3ajda_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,266
d4c08a_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,328
d2i7ca_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,281
d4ymha_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,239
d3mb5a1,c.66.1.0,c,c.66,c.66.1,c.66.1.0,253
d3doua1,c.66.1.0,c,c.66,c.66.1,c.66.1.0,180
d3evfa_,c.66.1.0,c,c.66,c.66.1,c.66.1.0,261
d2f8ja2,c.67.1.1,c,c.67,c.67.1,c.67.1.1,334
d1lc5a_,c.67.1.1,c,c.67,c.67.1,c.67.1.1,355
d1svva_,c.67.1.1,c,c.67,c.67.1,c.67.1.1,340
d1jg8a_,c.67.1.1,c,c.67,c.67.1,c.67.1.1,343
d1bw0a_,c.67.1.1,c,c.67,c.67.1,c.67.1.1,412
d4f5la1,c.67.1.1,c,c.67,c.67.1,c.67.1.1,395
d2hoxa_,c.67.1.1,c,c.67,c.67.1,c.67.1.1,425
d3fvsa_,c.67.1.1,c,c.67,c.67.1,c.67.1.1,419
d2ez2a_,c.67.1.2,c,c.67,c.67.1,c.67.1.2,456
d1vjoa_,c.67.1.3,c,c.67,c.67.1,c.67.1.3,377
d1qz9a_,c.67.1.3,c,c.67,c.67.1,c.67.1.3,404
d4q75a_,c.67.1.3,c,c.67,c.67.1,c.67.1.3,413
d3piua_,c.67.1.4,c,c.67,c.67.1,c.67.1.4,416
d1w23a_,c.67.1.4,c,c.67,c.67.1,c.67.1.4,360
d1bs0a_,c.67.1.4,c,c.67,c.67.1,c.67.1.4,383
d2dkja_,c.67.1.4,c,c.67,c.67.1,c.67.1.4,402
d1orda2,c.67.1.5,c,c.67,c.67.1,c.67.1.5,462
d1pmma_,c.67.1.6,c,c.67,c.67.1,c.67.1.6,450
d1wyua_,c.67.1.7,c,c.67,c.67.1,c.67.1.7,437
d2aeua1,c.67.1.8,c,c.67,c.67.1,c.67.1.8,366
d2e7ja_,c.67.1.9,c,c.67,c.67.1,c.67.1.9,364
d3bcba_,c.67.1.9,c,c.67,c.67.1,c.67.1.9,445
d4hvka_,c.67.1.0,c,c.67,c.67.1,c.67.1.0,377
d4lc3a_,c.67.1.0,c,c.67,c.67.1,c.67.1.0,378
d4dgta_,c.67.1.0,c,c.67,c.67.1,c.67.1.0,387
d3f0ha1,c.67.1.0,c,c.67,c.67.1,c.67.1.0,356
d6lxua_,c.67.1.0,c,c.67,c.67.1,c.67.1.0,391
d4e1oa1,c.67.1.0,c,c.67,c.67.1,c.67.1.0,476
d6d0aa1,c.67.1.0,c,c.67,c.67.1,c.67.1.0,425
d5i90a_,c.67.1.0,c,c.67,c.67.1,c.67.1.0,390
d6hbsa_,c.67.1.0,c,c.67,c.67.1,c.67.1.0,413
d3ei9a1,c.67.1.0,c,c.67,c.67.1,c.67.1.0,408
d4noga_,c.67.1.0,c,c.67,c.67.1,c.67.1.0,422
d4xb6b_,c.67.2.1,c,c.67,c.67.2,c.67.2.1,194
d2h1qa2,c.67.3.1,c,c.67,c.67.3,c.67.3.1,251
d1qg8a_,c.68.1.1,c,c.68,c.68.1,c.68.1.1,255
d2fy7a1,c.68.1.2,c,c.68,c.68.1,c.68.1.2,273
d1g9ra_,c.68.1.4,c,c.68,c.68.1,c.68.1.4,282
d2icya2,c.68.1.5,c,c.68,c.68.1,c.68.1.5,379
d1yp2a2,c.68.1.6,c,c.68,c.68.1,c.68.1.6,307
d1fxoa_,c.68.1.6,c,c.68,c.68.1,c.68.1.6,292
d1v82a_,c.68.1.7,c,c.68,c.68.1,c.68.1.7,252
d1e5ka_,c.68.1.8,c,c.68,c.68.1,c.68.1.8,188
d6gx2a1,c.68.1.9,c,c.68,c.68.1,c.68.1.9,291
d1fo8a_,c.68.1.10,c,c.68,c.68.1,c.68.1.10,343
d2yc3a1,c.68.1.13,c,c.68,c.68.1,c.68.1.13,225
d6ckma_,c.68.1.13,c,c.68,c.68.1,c.68.1.13,225
d1jyka1,c.68.1.13,c,c.68,c.68.1,c.68.1.13,225
d1tzfa1,c.68.1.13,c,c.68,c.68.1,c.68.1.13,256
d3oama_,c.68.1.13,c,c.68,c.68.1,c.68.1.13,252
d3u2ua1,c.68.1.14,c,c.68,c.68.1,c.68.1.14,262
d1omza_,c.68.1.15,c,c.68,c.68.1,c.68.1.15,265
d1s4na_,c.68.1.16,c,c.68,c.68.1,c.68.1.16,339
d1xhba2,c.68.1.17,c,c.68,c.68.1,c.68.1.17,328
d2bo4a1,c.68.1.18,c,c.68,c.68.1,c.68.1.18,381
d2dpwa1,c.68.1.19,c,c.68,c.68.1,c.68.1.19,231
d2cu2a2,c.68.1.20,c,c.68,c.68.1,c.68.1.20,268
d2i5ea1,c.68.1.21,c,c.68,c.68.1,c.68.1.21,208
d4dmva_,c.68.1.0,c,c.68,c.68.1,c.68.1.0,537
d4g3qa1,c.68.1.0,c,c.68,c.68.1,c.68.1.0,258
d2yqca_,c.68.1.0,c,c.68,c.68.1,c.68.1.0,484
d5a7ga_,c.69.1.1,c,c.69,c.69.1,c.69.1.1,532
d3c8da2,c.69.1.2,c,c.69,c.69.1,c.69.1.2,247
d2pbla1,c.69.1.2,c,c.69,c.69.1,c.69.1.2,261
d1wb4a2,c.69.1.2,c,c.69,c.69.1,c.69.1.2,275
d4mqla_,c.69.1.3,c,c.69,c.69.1,c.69.1.3,282
d4bcda2,c.69.1.4,c,c.69,c.69.1,c.69.1.4,280
d4ci9a1,c.69.1.5,c,c.69,c.69.1,c.69.1.5,452
d6v7na1,c.69.1.6,c,c.69,c.69.1,c.69.1.6,370
d1mj5a1,c.69.1.8,c,c.69,c.69.1,c.69.1.8,295
d1dina_,c.69.1.9,c,c.69,c.69.1,c.69.1.9,233
d3g02a1,c.69.1.11,c,c.69,c.69.1,c.69.1.11,392
d1a8ua_,c.69.1.12,c,c.69,c.69.1,c.69.1.12,277
d1thta_,c.69.1.13,c,c.69,c.69.1,c.69.1.13,302
d1ei9a_,c.69.1.13,c,c.69,c.69.1,c.69.1.13,279
d1auoa_,c.69.1.14,c,c.69,c.69.1,c.69.1.14,218
d1qlwa_,c.69.1.15,c,c.69,c.69.1,c.69.1.15,318
d1uwca1,c.69.1.17,c,c.69,c.69.1,c.69.1.17,260
d5a71a_,c.69.1.17,c,c.69,c.69.1,c.69.1.17,316
d1llfa_,c.69.1.17,c,c.69,c.69.1,c.69.1.17,534
d1ispa_,c.69.1.18,c,c.69,c.69.1,c.69.1.18,179
d4fkba_,c.69.1.18,c,c.69,c.69.1,c.69.1.18,387
d1ys1x_,c.69.1.18,c,c.69,c.69.1,c.69.1.18,320
d1bu8a2,c.69.1.19,c,c.69,c.69.1,c.69.1.19,338
d3c6xa_,c.69.1.20,c,c.69,c.69.1,c.69.1.20,256
d1lnsa3,c.69.1.21,c,c.69,c.69.1,c.69.1.21,405
d3idaa1,c.69.1.21,c,c.69,c.69.1,c.69.1.21,348
d1xkta1,c.69.1.22,c,c.69,c.69.1,c.69.1.22,285
d2h7xa_,c.69.1.22,c,c.69,c.69.1,c.69.1.22,284
d1jmkc_,c.69.1.22,c,c.69,c.69.1,c.69.1.22,230
d1odtc_,c.69.1.25,c,c.69,c.69.1,c.69.1.25,317
d1ufoa_,c.69.1.27,c,c.69,c.69.1,c.69.1.27,238
d1g66a_,c.69.1.30,c,c.69,c.69.1,c.69.1.30,207
d1uxoa_,c.69.1.31,c,c.69,c.69.1,c.69.1.31,186
d1vkha1,c.69.1.32,c,c.69,c.69.1,c.69.1.32,261
d1r3da1,c.69.1.35,c,c.69,c.69.1,c.69.1.35,262
d2i3da1,c.69.1.36,c,c.69,c.69.1,c.69.1.36,218
d2d81a1,c.69.1.37,c,c.69,c.69.1,c.69.1.37,318
d2gzsa_,c.69.1.38,c,c.69,c.69.1,c.69.1.38,265
d2dsta1,c.69.1.39,c,c.69,c.69.1,c.69.1.39,122
d6tuza_,c.69.1.42,c,c.69,c.69.1,c.69.1.42,365
d3rm3a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,249
d4x00a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,273
d5a62a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,272
d4i3fa1,c.69.1.0,c,c.69,c.69.1,c.69.1.0,282
d4h0ca1,c.69.1.0,c,c.69,c.69.1,c.69.1.0,207
d3pe6a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,289
d3fcxa_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,282
d2ocga_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,254
d4a5sa2,c.69.1.0,c,c.69,c.69.1,c.69.1.0,258
d5uroa1,c.69.1.0,c,c.69,c.69.1,c.69.1.0,335
d6eqea1,c.69.1.0,c,c.69,c.69.1,c.69.1.0,262
d3og9a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,206
d6tj2a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,243
d3r40a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,297
d3vvma_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,374
d3w06a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,267
d3bdia1,c.69.1.0,c,c.69,c.69.1,c.69.1.0,206
d7at0a_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,295
d4j7aa_,c.69.1.0,c,c.69,c.69.1,c.69.1.0,355
d4i71a1,c.70.1.1,c,c.70,c.70.1,c.70.1.1,327
d1yoea1,c.70.1.0,c,c.70,c.70.1,c.70.1.0,310
d4psya_,c.71.1.1,c,c.71,c.71.1,c.71.1.1,159
d1cz3a_,c.71.1.1,c,c.71,c.71.1,c.71.1.1,164
d2bl9a_,c.71.1.1,c,c.71,c.71.1,c.71.1.1,237
d2hxva1,c.71.1.2,c,c.71,c.71.1,c.71.1.2,198
d2absa1,c.72.1.1,c,c.72,c.72.1,c.72.1.1,350
d1vk4a1,c.72.1.1,c,c.72,c.72.1,c.72.1.1,281
d1v8aa_,c.72.1.2,c,c.72,c.72.1,c.72.1.2,264
d3drwa1,c.72.1.3,c,c.72,c.72.1,c.72.1.3,450
d3rpza1,c.72.1.4,c,c.72,c.72.1,c.72.1.4,276
d3pl2a_,c.72.1.0,c,c.72,c.72.1,c.72.1.0,310
d4s1ha1,c.72.1.0,c,c.72,c.72.1,c.72.1.0,279
d3ktna1,c.72.1.0,c,c.72,c.72.1,c.72.1.0,335
d3umoa_,c.72.1.0,c,c.72,c.72.1,c.72.1.0,309
d2pkfa1,c.72.1.0,c,c.72,c.72.1,c.72.1.0,324
d4c5ka1,c.72.1.0,c,c.72,c.72.1,c.72.1.0,275
d6ilsa_,c.72.1.0,c,c.72,c.72.1,c.72.1.0,312
d1p3da3,c.72.2.1,c,c.72,c.72.2,c.72.2.1,215
d1e8ca3,c.72.2.1,c,c.72,c.72.2,c.72.2.1,234
d2gc6a2,c.72.2.2,c,c.72,c.72.2,c.72.2.2,296
d1p9oa_,c.72.3.1,c,c.72,c.72.3,c.72.3.1,290
d6th2a1,c.72.3.0,c,c.72,c.72.3,c.72.3.0,227
d1e19a_,c.73.1.1,c,c.73,c.73.1,c.73.1.1,313
d1gs5a_,c.73.1.2,c,c.73,c.73.1,c.73.1.2,258
d2cdqa1,c.73.1.3,c,c.73,c.73.1,c.73.1.3,304
d2akoa1,c.73.1.3,c,c.73,c.73.1,c.73.1.3,250
d2ogxa_,c.73.1.0,c,c.73,c.73.1,c.73.1.0,246
d4a7wa_,c.73.1.0,c,c.73,c.73.1,c.73.1.0,235
d2v2ba_,c.74.1.1,c,c.74,c.74.1,c.74.1.1,272
d2phpa1,c.74.1.2,c,c.74,c.74.1,c.74.1.2,180
d4c24a1,c.74.1.0,c,c.74,c.74.1,c.74.1.0,205
d3tg0a_,c.76.1.1,c,c.76,c.76.1,c.76.1.1,440
d3szya_,c.76.1.0,c,c.76,c.76.1,c.76.1.0,413
d1hqsa_,c.77.1.1,c,c.77,c.77.1,c.77.1.1,423
d2b0ta_,c.77.1.2,c,c.77,c.77.1,c.77.1.2,735
d1u7na_,c.77.1.4,c,c.77,c.77.1,c.77.1.4,329
